RT @billboard: 50 best albums of 2018 (critics' picks) https://t.co/ephEZTxTKD https://t.co/X5Ju6fKP01,best albums of critics picks,"[albums,critics,picks]",0.0
i'm sooje,i'm,[],0.0
"RT @srigsp: #GoBackSonia 
#StatueOfCorruption https://t.co/FWnRdlh84V",gobacksonia statueofcorruption,"[gobacksonia,statueofcorruption]",0.0
Shes currently losing.,shes currently,[shes],0.0
RT @LORAFRIMANEE: the most perfect loop ever https://t.co/jnVHLZDae1,the most perfect loop ever,"[perfect,loop]",0.0
caralho chacotas mundiais em espanhol https://t.co/OYYWOMUPMi,caralho chacotas mundiais em espanhol,"[caralho,chacotas,mundiais,em,espanhol]",0.0
id have to let JH go tho. and draft a hybrid end to pair with Dee Ford.,id have to let jh go tho and draft a hybrid end to pair with dee,"[id,jh,tho,draft,a,hybrid,end,pair,dee]",0.0
"Jeez, KH2 is absolutely one of my fav games of all time.",jeez kh is absolutely one of my fav games of all,"[jeez,kh,absolutely,fav,games]",0.0
@KenJac Brendan Fraser isn't left to drown like Leo was,brendan fraser isn't left to drown like leo,"[brendan,fraser,left,drown,leo]",0.0
"@UKenyatta Only children from loyal family, am mine can't manage even to be near the statehouse.",only children from loyal family am mine can't manage even to be near the,"[children,loyal,family,mine,manage]",0.0
"Ohhh yeah, whoop-ass complete!",ohhh yeah whoop-ass,"[ohhh,yeah,whoop-ass]",1.0
"RT @MnetMAMA: [#2018MAMA in HONG KONG] Best OST #SEVENTEEN
Congratulations!

#MAMA #MAMA10 #LikeMAMA https://t.co/E6bGsM4aMe",mama in hong kong best ost seventeen congratulations mama mama likemama,"[mama,hong,kong,ost,seventeen,congratulations,mama,mama,likemama]",0.0
"RT @1kavax: this is so heartbreaking, may Allah help these women. https://t.co/885LyxNUbd",this is so heartbreaking may allah help these women,"[heartbreaking,allah,women]",0.0
#NewProfilePic https://t.co/5IqfL5dcoK,newprofilepic,[newprofilepic],0.0
Why are the words that a muted still showing on my timeline?,why are the words that a muted still showing on my,"[words,a,muted,showing]",0.0
@notErupted link,,[],0.0
"RT @cantswim_: if this post gets 1,500 likes, you guys got yourself a new follower. https://t.co/FacNh5o4UK",if this post gets likes you guys got yourself a new follower,"[post,likes,guys,a,follower]",0.0
https://t.co/hZNPjRCnsX,,[],0.0
one person unfollowed me // automatically checked by https://t.co/JRHjkxwX2R,one person unfollowed me automatically checked by,"[person,unfollowed,automatically,checked]",0.0
I wonder what would happen if I lowered skater attributes and not just the goalies.,i wonder what would happen if i lowered skater attributes and not just the,"[i,happen,i,lowered,skater,attributes]",0.0
parte mais triste do dia foi notar que eu perdi a bolinha do meu piercing af,parte mais triste do dia foi notar que eu perdi a bolinha do meu piercing,"[parte,mais,triste,dia,foi,notar,eu,perdi,a,bolinha,meu,piercing]",0.0
"RT @luvekth: if bts actually disbanded early this year maybe i don't have any reason to love myself, maybe i didn't know how to love myself.",if bts actually disbanded early this year maybe i don't have any reason to love myself maybe i didn't know how to love,"[bts,disbanded,early,year,i,reason,love,i,love]",0.0
@marzolanski Nice pidor seeya,nice pidor,"[nice,pidor]",0.0
RT @Trumpetoka: https://t.co/sxHdsi3uMK,,[],0.0
RT @rysice: Nigga talkin bout he wanna spend Christmas with Kulture what about the rest of ur kids lmao https://t.co/4hXGwUBSr5,nigga talkin bout he wanna spend christmas with kulture what about the rest of ur kids lmao,"[nigga,talkin,bout,wanna,spend,christmas,kulture,rest,ur,kids,lmao]",1.0
https://t.co/SPbfPJ55py,,[],0.0
@cawnnyt Wym,,[],0.0
RT @DudaXavier__: Passar na prova do if https://t.co/0UlaXRNWo2,passar na prova do if,"[passar,na,prova]",0.0
RT @puppyjhs: no jams wearing their bts hoodies with 'rap monster 94' printed on the back for the first time https://t.co/roO7YgrYQv,no jams wearing their bts hoodies with rap monster printed on the back for the first time,"[jams,wearing,bts,hoodies,rap,monster,printed,back,time]",0.0
"#ArmyConfessionDay confesso que ficava imaginando um menage entre yoonmin e eu 

desculpa",armyconfessionday confesso que ficava imaginando um menage entre yoonmin e eu,"[armyconfessionday,confesso,ficava,imaginando,um,menage,entre,yoonmin,e,eu]",0.0
https://t.co/udJgEc8okb,,[],0.0
RT @NamNamsCocoa: Yoongi in slow motion and hd is a double threat https://t.co/oCyV8j1dbw,yoongi in slow motion and hd is a double threat,"[yoongi,slow,motion,hd,a,double,threat]",0.0
RT @YoonieS2: Hey https://t.co/VIjdHqdVxB,hey,[hey],0.0
RT @ikramarki: Astaga ini anak gadis dijemur kagak bangun-bangun dah heyhalooooo selamat pagi! https://t.co/lQPsT2hbiB,astaga ini anak gadis dijemur kagak bangun-bangun dah heyhalooooo selamat pagi,"[astaga,ini,anak,gadis,dijemur,kagak,bangun-bangun,dah,heyhalooooo,selamat,pagi]",0.0
RT @Official_Tink: Everything happens for a REASON,everything happens for a,[a],0.0
RT @celebwhogive: #CelebWhoGive @vinnybelfast supports @CrosskennanLane Animal Sanctuary #GivingBack https://t.co/BU5pVacdb4,celebwhogive supports animal sanctuary givingback,"[celebwhogive,supports,animal,sanctuary,givingback]",0.0
the 'casual gay' pose https://t.co/YHO1JIIeBF,the casual gay pose,"[casual,gay,pose]",0.0
RT @mariamamede_: I want $$$ not feelings,i want not,[i],0.0
18:39,,[],0.0
"RT @Mom_Fucks: Find the perfect Fuck Buddy right now!!
https://t.co/z3mQ3GrZbR https://t.co/KroncqBVng",find the perfect fuck buddy right now,"[find,perfect,fuck,buddy]",0.0
https://t.co/dvITHfki0r,,[],0.0
@jiuzuu Ptdrrrr t 1 fumier,ptdrrrr t,"[ptdrrrr,t]",0.0
Lil skies fazendo homenagem pro mac miller no rolling loud eu vou chorar,lil skies fazendo homenagem pro mac miller no rolling loud eu vou,"[lil,skies,fazendo,homenagem,pro,mac,miller,rolling,loud,eu,vou]",0.0
But a weh di rass,but a weh di,"[a,weh,di]",0.0
@_kelliesn The second she got to matter I realized and just sighed and kept watching,the second she got to matter i realized and just sighed and kept,"[matter,i,realized,sighed]",0.0
Como odio que no me rueguen,como odio que no me,"[como,odio]",0.0
"Quiero decirles una cosa, valoren las hamburguesas que les invitan a comer.",quiero decirles una cosa valoren las hamburguesas que les invitan a,"[quiero,decirles,una,cosa,valoren,las,hamburguesas,les,invitan,a]",0.0
RTTT iammamacleo #VideoMTV18del18 Selena Gomez Lady Gaga,iammamacleo videomtv18del selena gomez lady,"[iammamacleo,videomtv18del,selena,gomez,lady]",0.0
@justguccihes COMEQUIE?,,[],0.0
RT @stevendotorg: me in 7th grade listening to Day N Nite https://t.co/vu5LwHyXi2,me in th grade listening to day n nite,"[grade,listening,day,n,nite]",0.0
RT @kingbphresh: When you come back from the first date and ya homies ask if she's the one: https://t.co/rZJNvpzuZV,when you come back from the first date and ya homies ask if she's the one,"[back,date,ya,homies,she's]",0.0
RT @NVREK: Jumping on a trampoline with a thin layer of ice on it https://t.co/2LFB0YkDDE,jumping on a trampoline with a thin layer of ice on it,"[jumping,a,trampoline,a,thin,layer,ice]",0.0
"@MattyDorf @ReneeLibby2 Well, I definitely wouldn't fuck a rotisserie chicken that wasn't on the rotisserie anymore",well i definitely wouldn't fuck a rotisserie chicken that wasn't on the rotisserie,"[i,fuck,a,rotisserie,chicken,rotisserie]",1.0
RT floryakomagene #VideoMTV18del18 Lady Gaga Marshmello,floryakomagene videomtv18del lady gaga,"[floryakomagene,videomtv18del,lady,gaga]",0.0
RT @finefumz: The zim accent is the Birmingham of Africa,the zim accent is the birmingham of,"[zim,accent,birmingham]",0.0
RT @BTS_twt: https://t.co/xqdqGaxSCa,,[],0.0
Te veo y no cambio nada en tiiiiiuu,te veo y no cambio nada en,"[te,veo,y,cambio,nada,en]",0.0
"RT @ImglennIsidro: Yung feeling na may narinig kang kanta , tapos naalala mo siya :(",yung feeling na may narinig kang kanta tapos naalala mo,"[yung,feeling,na,narinig,kang,kanta,tapos,naalala,mo]",0.0
@BigBallerChaYn Lmaoooo,,[],0.0
RT @finefumz: The zim accent is the Birmingham of Africa,the zim accent is the birmingham of,"[zim,accent,birmingham]",0.0
New: Chanel fragrances https://t.co/alVH5mtB2Q,new chanel fragrances,"[chanel,fragrances]",0.0
RT @QueerMeNow: Clark Parker Gets Fucked Bareback By Miller Axton https://t.co/nL55eQKDeo https://t.co/QOW0SiUaJx,clark parker gets fucked bareback by miller axton,"[clark,parker,fucked,bareback,miller,axton]",1.0
RT @ikramarki: Wudhu menggunakan SK-II https://t.co/ZqxYzx1dMY,wudhu menggunakan sk-ii,"[wudhu,menggunakan,sk-ii]",0.0
RT @TheHoopCentral: Everyone needs to start recognizing Lonzo Ball as an elite defender.,everyone needs to start recognizing lonzo ball as an elite,"[start,recognizing,lonzo,ball,elite]",0.0
@adjisunandang @foolishyouth_ retcehh wkwk,retcehh,[retcehh],0.0
https://t.co/l2CT15LIUd,,[],0.0
"sa sobrang pagtatanong kung kakain ba kami o hindi nakalimutan naming picturan ang mga mukha namin hahaha 

@heyyassi",sa sobrang pagtatanong kung kakain ba kami o hindi nakalimutan naming picturan ang mga mukha namin,"[sa,sobrang,pagtatanong,kung,kakain,ba,kami,o,hindi,nakalimutan,naming,picturan,ang,mga,mukha,namin]",0.0
Zo bron dripping,zo bron,"[zo,bron]",0.0
@bob_clone116 Big mood,big,[big],0.0
RT @Equi7el: #GirlsNWheels https://t.co/CFd14HwyPl,girlsnwheels,[girlsnwheels],0.0
@Soomin258 adoro os memes do SHOOK,adoro os memes do,"[adoro,os,memes]",0.0
"@koreanthingy Biasa aja sih, kadang kalo ada kpop tayang di tv papa gue suka manggil2 wkwk",biasa aja sih kadang kalo ada kpop tayang di tv papa gue suka manggil,"[biasa,aja,sih,kadang,kalo,ada,kpop,tayang,di,tv,papa,gue,suka,manggil]",0.0
RT @Samaramotherf: nunca nem vi https://t.co/0W5DuMScHS,nunca nem vi,"[nunca,nem,vi]",0.0
@realDonaldTrump He's as highly respected as you are which translates to not respected.,he's as highly respected as you are which translates to not,"[highly,respected,translates]",0.0
RT @chloecoyles: Hahahahahahahahahahahahahahahahahaha https://t.co/GRGZZErgGr,hahahahahahahahahahahahahahahahahaha,[hahahahahahahahahahahahahahahahahaha],0.0
RT BlueFlame_hughe #VideoMTV18del18 Lady Gaga,blueflame_hughe videomtv18del lady,"[blueflame_hughe,videomtv18del,lady]",0.0
2 people followed me // automatically checked by https://t.co/2MqMoydByb,people followed me automatically checked by,"[people,automatically,checked]",0.0
@mayasatihk @andreasatmja @risayurivin @NajarMu @dwikyhanggoro MPUYYYY NDRE,mpuyyyy,[mpuyyyy],0.0
RT @NoelSznn: How your girl acts when you about to go home after spending hours with her https://t.co/KxV2KnM54A,how your girl acts when you about to go home after spending hours with her,"[girl,acts,home,spending,hours]",0.0
"RT @Bible_Time: Love always protects, always trusts, always hopes, always perseveres. -1Cor 13:7",love always protects always trusts always hopes always perseveres,"[love,protects,trusts,hopes,perseveres]",0.0
RT @dewahoya: Gue baru tau dong :( https://t.co/z6gLzloNtu,gue baru tau dong,"[gue,baru,tau,dong]",0.0
@mtsdeoliveiraa Kkkkkk tu me conhece,kkkkkk tu me,"[kkkkkk,tu]",0.0
@gabrielmatoos_ No auge da carreira,no auge da,"[auge,da]",0.0
@urcupofcoffee aaaaaqo,,[],0.0
@_drewchapman I would love to be able to watch the replay a few times to decide for myswlf,i would love to be able to watch the replay a few times to decide for,"[i,love,watch,replay,a,times,decide]",0.0
Sabadooooou baby,sabadooooou,[sabadooooou],0.0
RT @fedevigevani: FOLLOW SPREE! RT a este tweet por un follow,follow spree a este tweet por un,"[follow,spree,a,este,tweet,por]",0.0
@Matt_Stepp817 @coach_u87 Yeah you're right.,yeah you're,[yeah],0.0
"RT @_Tanimbancable: Ni a palo te dejo ir, me encantas",ni a palo te dejo ir me,"[ni,a,palo,te,dejo,ir]",0.0
https://t.co/Lb9P6HSQ88,,[],0.0
"@JPEGNEGRO Oxygen, water, food, your heart and other vital organs",oxygen water food your heart and other vital,"[oxygen,water,food,heart,vital]",0.0
Trump's Golf Trips Cost Taxpayers 3 Times More Than Mueller Probe https://t.co/WKqe2LoQTv via @politicususa,trump's golf trips cost taxpayers times more than mueller probe,"[trump's,golf,trips,cost,taxpayers,times,mueller,probe]",0.0
RT @HomegrownHoos: Rob just became a legend as a freshman. #IUBB https://t.co/ln27ASeQQu,rob just became a legend as a freshman iubb,"[rob,a,legend,a,freshman,iubb]",0.0
@GustavoBolivar @ONU_es @OEA_oficial @CIDH Pobre guevon tan idiota!,pobre guevon tan,"[pobre,guevon,tan]",0.0
sniff https://t.co/zgJZIhkZ5w,sniff,[sniff],0.0
@POTUS_Schedule Sleep well gentlemen. https://t.co/t4Terfa7Sd,sleep well gentlemen,"[sleep,gentlemen]",0.0
5555 https://t.co/NIXxJqzvPE,,[],0.0
RT @IlindelatorreMD: - Petricor: olor que se produce al caer la lluvia en los suelos secos.,petricor olor que se produce al caer la lluvia en los suelos,"[petricor,olor,se,produce,al,caer,la,lluvia,en,los,suelos]",0.0
RT @4h00am: https://t.co/BIhJd1z7V9,,[],0.0
@josedelf0203 JAJAJAJAJA con la pichaera que me montas...,jajajajaja con la pichaera que me,"[jajajajaja,con,la,pichaera]",0.0
"RT @CavsNationNet: Channing Frye knows the importance of making an impact in the community

#Cavs #Bethefight https://t.co/T0b3yG8Ka0",channing frye knows the importance of making an impact in the community cavs bethefight,"[channing,frye,importance,making,impact,community,cavs,bethefight]",0.0
Yeah you show me good loving make it alright need a little sweetness in my life,yeah you show me good loving make it alright need a little sweetness in my,"[yeah,show,good,loving,make,alright,a,sweetness]",0.0
Congratulations on 10K! <3,congratulations on,[congratulations],0.0
jaehyun picked orangutan doll instead the puppy one because he wants actual puppy,jaehyun picked orangutan doll instead the puppy one because he wants actual,"[jaehyun,picked,orangutan,doll,puppy,actual]",0.0
Selling Random Royale Bomber Account $2.50 PayPal only dm me,selling random royale bomber account paypal only dm,"[selling,random,royale,bomber,account,paypal,dm]",0.0
https://t.co/gWsdNZLKbq,,[],0.0
Do you know who are awesome? My 6 new followers in the last week! Growing with https://t.co/VQRnsPsWqH,do you know who are awesome my new followers in the last week growing with,"[awesome,followers,week,growing]",0.0
RT @MTV: Everyone was stanning @BTS_twt in 2018 (and it's what they deserve)!!!!!! https://t.co/3KB2uvdEKx,everyone was stanning in and it's what they deserve,"[stanning,deserve]",0.0
ART!!!! Princess Emma!! https://t.co/r87qF9LVsY,art princess emma,"[art,princess,emma]",0.0
RT @MistysMisties: https://t.co/nv5lwbEc7M,,[],0.0
mano serio eu quero bota fogo em mim msm ou volta p ano passado e aj mudar td q aconteceu esse ano porra,mano serio eu quero bota fogo em mim msm ou volta p ano passado e aj mudar td q aconteceu esse ano,"[mano,serio,eu,quero,bota,fogo,em,mim,msm,ou,volta,p,ano,passado,e,aj,mudar,td,q,aconteceu,esse,ano]",0.0
yo quisiera que lo tiempos fueran como antesss,yo quisiera que lo tiempos fueran como,"[yo,quisiera,lo,tiempos,fueran,como]",0.0
@Lokisley ei eu to aqui,ei eu to,"[ei,eu]",0.0
@idkpdr okok,,[],0.0
"RT @adventuresvibes: Central Park, New York https://t.co/SvHMm0Ppwx",central park new york,"[central,park,york]",0.0
RT FOR GOODLUCK!! https://t.co/rcp3R7DXEG,for goodluck,[goodluck],0.0
RT @balleralert: Lil Wayne at Rolling Loud https://t.co/QEsY5Ds1PD,lil wayne at rolling loud,"[lil,wayne,rolling,loud]",0.0
"RT @ItsNotNicole__: I just wanna see my grades , So I can enjoy my break lol",i just wanna see my grades so i can enjoy my break,"[i,wanna,grades,i,enjoy,break]",0.0
RT @ssahaaraa: Feel you mate. https://t.co/160IlyHoaF,feel you mate,"[feel,mate]",0.0
@cazandoheteros2 @PinchesHeter00s Suerte!,,[],0.0
@xvyctrs e vc eh o que falai ent,e vc eh o que falai,"[e,vc,eh,o,falai]",0.0
RT @JamilahLemieux: Great answer to a terrible question. https://t.co/bq0snbWjtN,great answer to a terrible question,"[great,answer,a,terrible,question]",0.0
@junelizabet Honestly,,[],0.0
"RT @nulisbuku: Galau boleh, bodoh jangan.",galau boleh bodoh,"[galau,boleh,bodoh]",0.0
@chochoerry08 Tumben pinter dek,tumben pinter,"[tumben,pinter]",0.0
"&quot;I DON'T WANT TO GO TO JAIL, DAD!&quot; Don Jr heard screaming in West Wing https://t.co/FK0ZODFH1S  #JustPlainPolitics",quot;i don't want to go to jail dad!&quot don jr heard screaming in west wing,"[quot;i,jail,dad!&quot,don,jr,heard,screaming,west,wing]",0.0
"Our future together, lets look forward to it side by side.",our future together lets look forward to it side by,"[future,lets,forward,side]",0.0
I liked a @YouTube video https://t.co/glWuvO9HeR The Furry YouTube Rewind 2018,i liked a video the furry youtube,"[i,a,video,furry,youtube]",0.0
Queria meu benzinho curtindo esse som comigo,queria meu benzinho curtindo esse som,"[queria,meu,benzinho,curtindo,esse,som]",0.0
RT TheFarmerHayden #VideoMTV18del18 Lady Gaga,thefarmerhayden videomtv18del lady,"[thefarmerhayden,videomtv18del,lady]",0.0
@Sweetiebatch I definitely will!,i definitely,[i],0.0
RT @emicilucy: Sinto Falta de tanta coisa mas aprendi a ficar na minha !!,sinto falta de tanta coisa mas aprendi a ficar na,"[sinto,falta,de,tanta,coisa,mas,aprendi,a,ficar,na]",0.0
"Oh @BMarshh, we have missed you.",oh we have missed,[missed],0.0
RT @baixadavasco: Torcendo muito!! Espero que saia do papel dessa vez https://t.co/YCQlHD2dcL,torcendo muito espero que saia do papel dessa vez,"[torcendo,muito,espero,saia,papel,dessa,vez]",0.0
@baltim0re28 Man the corners have got to start policing these refs. If they wont protect the fighters you need to,man the corners have got to start policing these refs if they wont protect the fighters you need,"[man,corners,start,policing,refs,wont,protect,fighters]",0.0
@brandiisdashiit Suicidal tweets or something,suicidal tweets or,"[suicidal,tweets]",0.0
RT @EmpressKushko: RT for financial stability in 2019!!! https://t.co/P3iQCuGjid,for financial stability in,"[financial,stability]",0.0
@__Aoii0128 Good morning !!,good,[good],0.0
RT @capsheroes: chris always treats behind the scenes as a photoshoot https://t.co/gzQKh50WZL,chris always treats behind the scenes as a photoshoot,"[chris,treats,scenes,a,photoshoot]",0.0
@boobsIap Giving Pregnant Kylie Jenner vibes love it,giving pregnant kylie jenner vibes love,"[giving,pregnant,kylie,jenner,vibes,love]",0.0
RT @RobertDowneyJr: Always good to know @NASA has your back. https://t.co/0Vuj4oErrE,always good to know has your back,"[good,back]",0.0
@PopCriave @NICKIMINAJ https://t.co/eyCTcCEj7B,,[],0.0
RT @darrenrovell: Sign Of The Night https://t.co/JimcZLxnHk,sign of the night,"[sign,night]",0.0
meanwhile i might have failed 2days exam BUT HEY,meanwhile i might have failed days exam but,"[i,failed,days,exam]",0.0
RT @astralklance: it's what they deserve <3 https://t.co/Ba1nGBNKLv,it's what they deserve,[deserve],0.0
ni aunque me den 2 palidas seguidas xD https://t.co/rLQbhUINlt,ni aunque me den palidas seguidas xd,"[ni,aunque,den,palidas,seguidas,xd]",0.0
"RT @GATALifestyle: CHAIR SLAM SEASON 
ONE MORE TIME

Feat. @coleswindell https://t.co/giTmjMLGEn",chair slam season one more time feat,"[chair,slam,season,time,feat]",0.0
@princes53096520 Uwu,,[],0.0
RT @rileymcdonough: Every decision you make can have an impact on the world so never underestimate yourself or minimize your worth.,every decision you make can have an impact on the world so never underestimate yourself or minimize your,"[decision,make,impact,world,underestimate,minimize]",0.0
RT @Sahaarrl: Patriotic https://t.co/EUqS5bEGHZ,patriotic,[patriotic],0.0
@VAWrestling #HoppyPlace @ItsBeauTime vs @StylishSantero https://t.co/oe6WBQI8oG,hoppyplace vs,[hoppyplace],0.0
RT @PicturesFoIder: https://t.co/CDlVwy7fk7,,[],0.0
#ProyectoDemente best crossover of the year,proyectodemente best crossover of the,"[proyectodemente,crossover]",0.0
There are more @nhlflyers fan here than you would think! @ Rogers Arena https://t.co/S5dlD8nEyW,there are more fan here than you would think rogers arena,"[fan,rogers,arena]",0.0
paulo is dying and workouts killed him,paulo is dying and workouts killed,"[paulo,dying,workouts,killed]",0.0
RT @LilyIvyMFC: Pure joy is a full body orgasm.,pure joy is a full body,"[pure,joy,a,full,body]",0.0
@Sophiaemora Ambait ahhhh,ambait,[ambait],0.0
RT @ssahaaraa: Feel you mate. https://t.co/160IlyHoaF,feel you mate,"[feel,mate]",0.0
https://t.co/HgaJBAoSO2,,[],0.0
"RT @LanaSouzatremb: @keyla_kvk Aiii kkkk, Saudades mo",aiii kkkk saudades,"[aiii,kkkk,saudades]",0.0
@haseultheworId ISJSKSJHDDU,,[],0.0
@fluffylipa nunca nem vi,nunca nem,"[nunca,nem]",0.0
@kcrstaI terus kmrn ga mandi seharian?:(,terus kmrn ga mandi,"[terus,kmrn,ga,mandi]",0.0
RT @momwhopray: We all have setbacks in our yesterdays. But your past doesn't define your future. Today is a new day.,we all have setbacks in our yesterdays but your past doesn't define your future today is a new,"[setbacks,yesterdays,past,define,future,today,a]",0.0
@Ryan1993uk So when am I invited?,so when am i,[i],0.0
wala naaa,wala,[wala],0.0
RT @realdreamgirI: the elegance. the beauty. the divine feminine energy. https://t.co/hS7OwfeWEl,the elegance the beauty the divine feminine energy,"[elegance,beauty,divine,feminine,energy]",0.0
@NidaPeabadly https://t.co/mZhncw2AM2,,[],0.0
acaso sos el sol en persona? https://t.co/41aavLOufO,acaso sos el sol en persona,"[acaso,sos,el,sol,en,persona]",0.0
I sold my holiday spirit to the Devil.,i sold my holiday spirit to the,"[i,sold,holiday,spirit]",0.0
RT @OyeKarma: Necesito un 2019 completamente diferente al 2018.,necesito un completamente diferente,"[necesito,completamente,diferente]",0.0
SHIIIIIITTTTTTTTT,,[],0.0
RT @IslesBlog: How? #Isles #LGRW https://t.co/G3VPxMM9o1,how isles lgrw,"[isles,lgrw]",0.0
RT @thelouvvre: mi forma de protestar contra morrissey es no ir a su concierto mientras estoy muy enojada en mi casa,mi forma de protestar contra morrissey es no ir a su concierto mientras estoy muy enojada en mi,"[mi,forma,de,protestar,contra,morrissey,es,ir,a,su,concierto,mientras,estoy,muy,enojada,en,mi]",0.0
Me walking into 2019 from 2018,me walking into,[walking],0.0
RT @doublemaximus: Small and knowing. She is mine. https://t.co/UeGWz487mX,small and knowing she is mine,"[small,knowing,mine]",0.0
@harudtowatanabe 1-50,,[],0.0
RT @7felope: @iaramarttints @DaniielaOlivei nossa sereia gosto tanto de tu a primeira mulher que mandei nudes,nossa sereia gosto tanto de tu a primeira mulher que mandei,"[nossa,sereia,gosto,tanto,de,tu,a,primeira,mulher,mandei]",0.0
RT @Firouz_Naderi: Agree with what he says on this subject.  I hold a similar view. https://t.co/5csgwTuTWr,agree with what he says on this subject i hold a similar view,"[agree,subject,i,hold,a,similar,view]",0.0
RT @lottoful: wHo did tHIS https://t.co/rzHSe2vY29,who did this,[],0.0
RT @bais_ayushi: @DrAmitGupta7 @RajniRaik7 @NidhiGour7 @PriyaMaIndian @iSunidhi_ https://t.co/p3sQjUJb39,,[],0.0
RT @rachelEfish: I don't think Scott Walker understands Venn diagrams. https://t.co/HhpMvHATPY https://t.co/Slw8UGgWbh,i don't think scott walker understands venn diagrams,"[i,scott,walker,understands,venn,diagrams]",0.0
RT @795km: @anakmamapapaaa happy birthday mutualku. wishnya yg baik2 aja ya. god bless u,happy birthday mutualku wishnya yg baik aja ya god bless,"[happy,birthday,mutualku,wishnya,yg,baik,aja,ya,god,bless]",0.0
She been watching frozen too much,she been watching frozen too,"[watching,frozen]",0.0
Cliplify notice me #IpumpRA https://t.co/e6HMqcLDIu via @YouTube,cliplify notice me ipumpra,"[cliplify,notice,ipumpra]",0.0
I bet we will cry harder if we see yoongi cry.......,i bet we will cry harder if we see yoongi,"[i,bet,cry,harder,yoongi]",0.0
RT @w1fakesubs: I WANT TO KIMCHI SLAP THAT APP. https://t.co/jaaLLQzNwU,i want to kimchi slap that app,"[i,kimchi,slap,app]",0.0
RT @billboard: .@BTS_twt earns 2019 #Grammys nomination: here's why it's important https://t.co/k6RDMcynxl https://t.co/2Us80hhxJH,earns grammys nomination here's why it's important,"[earns,grammys,nomination,important]",0.0
@7NewsSydney @Seanberry7news https://t.co/drWTWkLTBf,,[],0.0
RT floryakomagene #VideoMTV18del18 Lady Gaga Marshmello,floryakomagene videomtv18del lady gaga,"[floryakomagene,videomtv18del,lady,gaga]",0.0
Chiaraaaaa,,[],0.0
RT TheFarmerHayden #VideoMTV18del18 Lady Gaga,thefarmerhayden videomtv18del lady,"[thefarmerhayden,videomtv18del,lady]",0.0
"Stop right there. Take a deep breath, and release. Give yourself time to relax yourself.",stop right there take a deep breath and release give yourself time to relax,"[stop,a,deep,breath,release,give,time,relax]",0.0
https://t.co/O5AiFwLVlI,,[],0.0
RT @RadioMels: does laser hair removal count? all hair below my eyelashes gotta go lmao https://t.co/9FLSLpgMDw,does laser hair removal count all hair below my eyelashes gotta go lmao,"[laser,hair,removal,count,hair,eyelashes,gotta,lmao]",0.0
@mellll_07 I feel you sis,i feel you,"[i,feel]",0.0
"Earn $ by watching rewarded videos ! Earn 5$-50$ a day !
Min 5 $ withdraw in Paypal ! https://t.co/OjBrFo3alL https://t.co/CvILNxB901",earn by watching rewarded videos earn a day min withdraw in paypal,"[earn,watching,rewarded,videos,earn,a,day,min,withdraw,paypal]",0.0
Jaj,,[],0.0
RT @gayvideoxxx: https://t.co/njzEXtGgLf,,[],0.0
RT @tami_2_u: @CallMeMrMalik_ Yesss!,,[],0.0
RT @micamyadiction: 22 RT Y 13 MG EN 15 MINUTOS POR $40 DALEEEEEEEEE https://t.co/CUjmdg4byw,y mg en minutos por daleeeeeeeee,"[y,mg,en,minutos,por,daleeeeeeeee]",0.0
